INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,ATUL,29-Mar-2023,7600,CE,0,0,0,1083.7,155.1,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,7600,PE,0,0,0,210.3,617.9,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,7700,CE,0,0,0,1014.5,130.25,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,7700,PE,0,0,0,239.4,692.25,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,7800,CE,0,0,0,948.35,108.3,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,7800,PE,0,0,0,271.55,769.4,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,7900,CE,0,0,0,884.9,89.65,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,7900,PE,0,0,0,306.45,849.9,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8000,CE,0,0,0,89,73.75,0,0,75,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8000,PE,0,0,0,344.05,933.15,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8100,CE,0,0,0,766.3,60.3,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8100,PE,0,0,0,384.45,1018.85,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8200,CE,0,0,0,711.15,49.05,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8200,PE,0,0,0,427.65,1106.75,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8300,CE,0,0,0,658.8,39.65,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8300,PE,0,0,0,473.6,1196.5,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8400,CE,0,0,0,609.2,31.9,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8400,PE,0,0,0,522.3,1287.85,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8500,CE,0,0,0,562.35,25.5,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8500,PE,0,0,0,573.75,1380.6,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8600,CE,0,0,0,518.2,20.3,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8600,PE,0,0,0,627.9,1474.5,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8700,CE,0,0,0,476.65,16.05,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8700,PE,0,0,0,684.65,1569.4,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8800,CE,0,0,0,437.7,12.65,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8800,PE,0,0,0,744.05,1665.15,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8900,CE,0,0,0,401.25,9.9,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,8900,PE,0,0,0,805.9,1761.55,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9000,CE,0,0,0,367.2,7.7,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9000,PE,0,0,0,870.15,1858.5,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9100,CE,0,0,0,335.5,6,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9100,PE,0,0,0,936.75,1955.95,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9200,CE,0,0,0,306,4.6,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9200,PE,0,0,0,1005.6,2053.7,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9300,CE,0,0,0,278.7,3.55,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9300,PE,0,0,0,1076.55,2151.8,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9400,CE,0,0,0,253.8,2.7,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9400,PE,0,0,0,1149.95,2250.1,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9500,CE,0,0,0,230.5,2.1,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9500,PE,0,0,0,1225,2348.6,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9600,CE,0,0,0,209.1,1.6,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,29-Mar-2023,9600,PE,0,0,0,1301.85,2447.25,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,5700,CE,0,0,0,1439.25,1478.05,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,5700,PE,0,0,0,48,25.15,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,5800,CE,0,0,0,1352.9,1387.35,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,5800,PE,0,0,0,59.95,33,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,5900,CE,0,0,0,1268.7,1298.45,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,5900,PE,0,0,0,74,42.7,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6000,CE,0,0,0,1186.85,1211.65,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6000,PE,0,0,0,90.4,54.5,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6100,CE,0,0,0,1107.45,1127.2,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6100,PE,0,0,0,109.3,68.6,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6200,CE,0,0,0,1030.75,1045.3,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6200,PE,0,0,0,130.9,85.3,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6300,CE,0,0,0,957.15,966.25,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6300,PE,0,0,0,155.6,104.8,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6400,CE,0,0,0,886.25,890.2,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6400,PE,0,0,0,182.95,127.35,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6500,CE,0,0,0,818.2,817.6,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6500,PE,0,0,0,213.2,153.35,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6600,CE,0,0,0,753.7,747.85,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6600,PE,0,0,0,246.95,182.2,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6700,CE,0,0,0,692.5,682.05,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6700,PE,0,0,0,284.05,214.95,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6800,CE,0,0,0,634.6,619.9,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6800,PE,0,0,0,324.4,251.35,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6900,CE,0,0,0,580,561.45,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,6900,PE,0,0,0,368.1,291.5,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7000,CE,0,0,0,528.8,506.75,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7000,PE,0,0,0,415.15,335.35,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7100,CE,0,0,0,480.8,455.75,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7100,PE,0,0,0,465.45,382.95,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7200,CE,0,0,0,436.1,408.55,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7200,PE,0,0,0,519.05,434.3,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7300,CE,0,0,0,394.55,364.95,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7300,PE,0,0,0,575.8,489.3,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7400,CE,0,0,0,356.1,324.9,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7400,PE,0,0,0,635.6,547.8,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7500,CE,0,0,0,320.6,288.25,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7500,PE,0,0,0,698.35,609.75,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7600,CE,0,0,0,287.9,254.9,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7600,PE,0,0,0,764,675,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7700,CE,0,0,0,257.95,224.65,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7700,PE,0,0,0,832.3,743.35,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7800,CE,0,0,0,230.6,197.35,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7800,PE,0,0,0,903.2,814.6,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7900,CE,0,0,0,206,173.25,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,7900,PE,0,0,0,976.9,889.05,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8000,CE,0,0,0,183.45,151.35,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8000,PE,0,0,0,1052.65,965.8,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8100,CE,0,0,0,162.75,131.55,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8100,PE,0,0,0,1130.2,1044.5,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8200,CE,0,0,0,144.2,114.15,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8200,PE,0,0,0,1209.95,1125.7,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8300,CE,0,0,0,127.55,98.8,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8300,PE,0,0,0,1291.55,1208.9,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8400,CE,0,0,0,112.55,85.25,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8400,PE,0,0,0,1374.85,1293.95,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8500,CE,0,0,0,99.15,73.35,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8500,PE,0,0,0,1459.7,1380.6,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8600,CE,0,0,0,87.15,62.9,0,0,0,0,13-Feb-2023
OPTSTK,ATUL,27-Apr-2023,8600,PE,0,0,0,1546,1468.8,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,490,CE,0,0,0,162,145.65,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,490,PE,0,0,0,7.65,0,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,500,CE,0,0,0,153.7,135.65,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,500,PE,0,0,0,9.15,0,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,510,CE,0,0,0,145.55,125.7,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,510,PE,0,0,0,0.15,0.05,0,0,113000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,520,CE,0,0,0,137.7,115.75,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,520,PE,0,0,0,1.15,0.05,0,0,1000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,530,CE,0,0,0,130,105.8,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,530,PE,0,0,0,2.4,0.1,0,0,65000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,540,CE,0,0,0,122.6,95.9,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,540,PE,0.05,0.25,0.05,0.25,0.25,14,75.61,35000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,550,CE,0,0,0,83.25,86.1,0,0,2000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,550,PE,0.25,0.45,0.2,0.4,0.4,57,313.68,121000,-1000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,560,CE,0,0,0,70.1,76.45,0,0,1000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,560,PE,0.6,0.6,0.6,0.6,0.6,1,5.6,24000,1000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,570,CE,0,0,0,101.85,67,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,570,PE,0,0,0,1.6,1.2,0,0,28000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,580,CE,0,0,0,55.95,57.9,0,0,3000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,580,PE,0.45,1.15,0.45,1.05,1.05,50,290.42,76000,2000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,590,CE,56.7,59.2,56.7,59.2,49.2,2,12.95,2000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,590,PE,0.9,1.75,0.9,1.6,1.6,33,195.08,66000,-22000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,600,CE,47.8,47.9,47.8,47.9,41.1,3,19.43,74000,1000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,600,PE,1.05,2.7,1,2.55,2.55,206,1240,282000,-37000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,610,CE,35.3,35.3,34.3,34.35,33.65,4,25.78,108000,2000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,610,PE,1.75,4.25,1.6,4.1,4.1,177,1084.86,195000,10000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,620,CE,33.95,33.95,24.3,24.3,27,14,90.65,88000,-4000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,620,PE,3.45,6.75,2.55,6.45,6.45,247,1543.88,218000,-2000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,630,CE,25,25.65,15.75,16.3,16.3,90,584.4,173000,5000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,630,PE,5.65,10.55,4.65,10,10,537,3427.61,132000,-11000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,640,CE,20.35,20.65,10.7,11.1,11.1,350,2287.68,206000,33000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,640,PE,8.25,15.45,7.3,14.95,14.95,367,2389.76,103000,-57000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,650,CE,13.3,14.95,7.1,7.4,7.4,605,3992.03,505000,20000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,650,PE,12.7,21.5,10.5,20.8,20.8,187,1244.29,89000,-24000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,660,CE,9.75,10.55,4.45,4.7,4.7,1219,8131.34,564000,-108000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,660,PE,26.95,26.95,26.95,26.95,33,1,6.86,6000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,670,CE,6.85,8.35,2.7,2.85,2.85,459,3094.93,326000,43000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,670,PE,0,0,0,44.85,40.45,0,0,1000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,680,CE,4.3,4.5,1.75,1.9,1.9,260,1774.77,278000,-22000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,680,PE,0,0,0,41.05,48.5,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,690,CE,3,3,1.15,1.3,1.3,93,643.19,93000,2000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,690,PE,54.2,54.2,53.55,53.55,57.05,3,22.31,3000,3000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,700,CE,1.8,2.05,0.9,1,1,283,1984.62,334000,45000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,700,PE,53.25,57.15,53.25,57.15,66,2,15.1,20000,1000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,710,CE,1.3,1.5,0.7,0.8,0.8,115,817.63,66000,4000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,710,PE,0,0,0,98.4,75.3,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,720,CE,0.95,0.95,0.5,0.55,0.55,29,208.99,18000,-3000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,720,PE,0,0,0,75.65,84.8,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,730,CE,0,0,0,30.75,0.55,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,730,PE,0,0,0,112.5,94.45,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,740,CE,0,0,0,2.35,0.35,0,0,2000,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,740,PE,0,0,0,119.85,104.25,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,750,CE,0.45,0.45,0.45,0.45,0.2,2,15,71000,1000,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,750,PE,0,0,0,127.35,114.1,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,760,CE,0,0,0,23.8,0.15,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,760,PE,0,0,0,135.05,124,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,770,CE,0,0,0,21.85,0.1,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,770,PE,0,0,0,142.9,133.9,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,780,CE,0,0,0,19.95,0.05,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,780,PE,0,0,0,150.85,143.9,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,790,CE,0,0,0,18.25,0.05,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,23-Feb-2023,790,PE,0,0,0,159,153.85,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,490,CE,0,0,0,188.05,150.2,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,490,PE,0,0,0,4.35,1.3,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,500,CE,0,0,0,179.2,140.8,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,500,PE,0,0,0,5.35,1.8,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,510,CE,0,0,0,170.55,131.55,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,510,PE,0,0,0,6.5,2.5,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,520,CE,0,0,0,162.05,122.5,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,520,PE,0,0,0,7.85,3.35,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,530,CE,0,0,0,153.75,113.65,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,530,PE,0,0,0,2,4.4,0,0,3000,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,540,CE,0,0,0,145.65,105.05,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,540,PE,0,0,0,3,5.7,0,0,2000,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,550,CE,0,0,0,137.75,96.75,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,550,PE,0,0,0,13.05,7.3,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,560,CE,0,0,0,130.1,88.7,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,560,PE,0,0,0,15.25,9.2,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,570,CE,0,0,0,122.7,81.05,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,570,PE,0,0,0,17.7,11.45,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,580,CE,0,0,0,115.55,73.75,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,580,PE,0,0,0,20.35,14.05,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,590,CE,0,0,0,108.6,66.75,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,590,PE,0,0,0,23.25,17,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,600,CE,0,0,0,101.95,60.25,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,600,PE,9.5,11.3,9.5,11.3,11.3,8,48.81,20000,7000,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,610,CE,0,0,0,95.55,54.1,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,610,PE,0,0,0,33,24.15,0,0,1000,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,620,CE,0,0,0,89.4,48.4,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,620,PE,0,0,0,33.55,28.35,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,630,CE,0,0,0,83.55,43.1,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,630,PE,0,0,0,35,33,0,0,1000,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,640,CE,0,0,0,23.95,38.25,0,0,1000,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,640,PE,28,28,28,28,28,1,6.68,4000,1000,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,650,CE,19.15,22.1,16.5,16.85,16.85,30,200.61,14000,1000,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,650,PE,31.25,31.25,31.25,31.25,43.5,1,6.81,3000,1000,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,660,CE,0,0,0,67.65,29.7,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,660,PE,0,0,0,51.05,49.35,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,670,CE,0,0,0,62.85,26,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,670,PE,0,0,0,56.1,55.55,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,680,CE,0,0,0,58.35,22.7,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,680,PE,0,0,0,61.4,62.15,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,690,CE,0,0,0,54.05,19.7,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,690,PE,0,0,0,67,69.1,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,700,CE,10,10,5.9,5.9,5.9,3,21.25,2000,2000,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,700,PE,0,0,0,72.8,76.4,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,710,CE,0,0,0,46.25,14.75,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,710,PE,0,0,0,78.85,83.95,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,720,CE,0,0,0,42.7,12.65,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,720,PE,0,0,0,85.15,91.75,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,730,CE,0,0,0,39.4,10.85,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,730,PE,0,0,0,91.65,99.85,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,740,CE,0,0,0,36.3,9.25,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,740,PE,0,0,0,98.35,108.2,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,750,CE,0,0,0,33.35,7.85,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,750,PE,0,0,0,105.3,116.7,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,760,CE,0,0,0,30.65,6.65,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,760,PE,0,0,0,112.4,125.4,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,770,CE,0,0,0,28.2,5.6,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,770,PE,0,0,0,119.75,134.3,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,780,CE,0,0,0,25.85,4.75,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,29-Mar-2023,780,PE,0,0,0,127.25,143.3,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,27-Apr-2023,490,CE,0,0,0,142.2,155.55,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,27-Apr-2023,490,PE,0,0,0,7.9,3.9,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,27-Apr-2023,500,CE,0,0,0,134.05,146.75,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,27-Apr-2023,500,PE,0,0,0,9.55,4.95,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,27-Apr-2023,510,CE,0,0,0,126.1,138.1,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,27-Apr-2023,510,PE,0,0,0,11.4,6.15,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,27-Apr-2023,520,CE,0,0,0,118.4,129.7,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,27-Apr-2023,520,PE,0,0,0,13.55,7.6,0,0,0,0,13-Feb-2023
OPTSTK,AUBANK,27-Apr-2023,530,CE,0,0,0,111,121.5,0,0,0,0,13-Feb-2023
